
Smileys & Emotion
№ ,Code ,Browser,Appl ,Goog ,FB ,Wind ,Twtr ,Joy ,Sams ,GMail ,SB ,DCM ,KDDI ,CLDR Short Name
1496 ,U+1F1E6 U+1F1FC ,🇦🇼 ,🇦🇼 ,🇦🇼 ,🇦🇼 ,— ,🇦🇼 ,🇦🇼 ,🇦🇼 ,— ,— ,— ,— ,flag: Aruba
1497 ,U+1F1E6 U+1F1FD ,🇦🇽 ,🇦🇽 ,🇦🇽 ,🇦🇽 ,— ,🇦🇽 ,🇦🇽 ,🇦🇽 ,— ,— ,— ,— ,flag: Åland Islands
1498 ,U+1F1E6 U+1F1FF ,🇦🇿 ,🇦🇿 ,🇦🇿 ,🇦🇿 ,— ,🇦🇿 ,🇦🇿 ,🇦🇿 ,— ,— ,— ,— ,flag: Azerbaijan
1499 ,U+1F1E7 U+1F1E6 ,🇧🇦 ,🇧🇦 ,🇧🇦 ,🇧🇦 ,— ,🇧🇦 ,🇧🇦 ,🇧🇦 ,— ,— ,— ,— ,flag: Bosnia & Herzegovina
1500 ,U+1F1E7 U+1F1E7 ,🇧🇧 ,🇧🇧 ,🇧🇧 ,🇧🇧 ,— ,🇧🇧 ,🇧🇧 ,🇧🇧 ,— ,— ,— ,— ,flag: Barbados
1501 ,U+1F1E7 U+1F1E9 ,🇧🇩 ,🇧🇩 ,🇧🇩 ,🇧🇩 ,— ,🇧🇩 ,🇧🇩 ,🇧🇩 ,— ,— ,— ,— ,flag: Bangladesh
№ ,Code ,Browser,Appl ,Goog ,FB ,Wind ,Twtr ,Joy ,Sams ,GMail ,SB ,DCM ,KDDI ,CLDR Short Name
1502 ,U+1F1E7 U+1F1EA ,🇧🇪 ,🇧🇪 ,🇧🇪 ,🇧🇪 ,— ,🇧🇪 ,🇧🇪 ,🇧🇪 ,— ,— ,— ,— ,flag: Belgium
1503 ,U+1F1E7 U+1F1EB ,🇧🇫 ,🇧🇫 ,🇧🇫 ,🇧🇫 ,— ,🇧🇫 ,🇧🇫 ,🇧🇫 ,— ,— ,— ,— ,flag: Burkina Faso
1504 ,U+1F1E7 U+1F1EC ,🇧🇬 ,🇧🇬 ,🇧🇬 ,🇧🇬 ,— ,🇧🇬 ,🇧🇬 ,🇧🇬 ,— ,— ,— ,— ,flag: Bulgaria
1505 ,U+1F1E7 U+1F1ED ,🇧🇭 ,🇧🇭 ,🇧🇭 ,🇧🇭 ,— ,🇧🇭 ,🇧🇭 ,🇧🇭 ,— ,— ,— ,— ,flag: Bahrain
1506 ,U+1F1E7 U+1F1EE ,🇧🇮 ,🇧🇮 ,🇧🇮 ,🇧🇮 ,— ,🇧🇮 ,🇧🇮 ,🇧🇮 ,— ,— ,— ,— ,flag: Burundi
1507 ,U+1F1E7 U+1F1EF ,🇧🇯 ,🇧🇯 ,🇧🇯 ,🇧🇯 ,— ,🇧🇯 ,🇧🇯 ,🇧🇯 ,— ,— ,— ,— ,flag: Benin
1508 ,U+1F1E7 U+1F1F1 ,🇧🇱 ,🇧🇱 ,🇧🇱 ,🇧🇱 ,— ,🇧🇱 ,🇧🇱 ,🇧🇱 ,— ,— ,— ,— ,flag: St. Barthélemy
1509 ,U+1F1E7 U+1F1F2 ,🇧🇲 ,🇧🇲 ,🇧🇲 ,🇧🇲 ,— ,🇧🇲 ,🇧🇲 ,🇧🇲 ,— ,— ,— ,— ,flag: Bermuda
1510 ,U+1F1E7 U+1F1F3 ,🇧🇳 ,🇧🇳 ,🇧🇳 ,🇧🇳 ,— ,🇧🇳 ,🇧🇳 ,🇧🇳 ,— ,— ,— ,— ,flag: Brunei
1511 ,U+1F1E7 U+1F1F4 ,🇧🇴 ,🇧🇴 ,🇧🇴 ,🇧🇴 ,— ,🇧🇴 ,🇧🇴 ,🇧🇴 ,— ,— ,— ,— ,flag: Bolivia
1512 ,U+1F1E7 U+1F1F6 ,🇧🇶 ,🇧🇶 ,🇧🇶 ,🇧🇶 ,— ,🇧🇶 ,🇧🇶 ,🇧🇶 ,— ,— ,— ,— ,flag: Caribbean Netherlands
1513 ,U+1F1E7 U+1F1F7 ,🇧🇷 ,🇧🇷 ,🇧🇷 ,🇧🇷 ,— ,🇧🇷 ,🇧🇷 ,🇧🇷 ,— ,— ,— ,— ,flag: Brazil
1514 ,U+1F1E7 U+1F1F8 ,🇧🇸 ,🇧🇸 ,🇧🇸 ,🇧🇸 ,— ,🇧🇸 ,🇧🇸 ,🇧🇸 ,— ,— ,— ,— ,flag: Bahamas
1515 ,U+1F1E7 U+1F1F9 ,🇧🇹 ,🇧🇹 ,🇧🇹 ,🇧🇹 ,— ,🇧🇹 ,🇧🇹 ,🇧🇹 ,— ,— ,— ,— ,flag: Bhutan
1516 ,U+1F1E7 U+1F1FB ,🇧🇻 ,🇧🇻 ,🇧🇻 ,🇧🇻 ,— ,🇧🇻 ,🇧🇻 ,🇧🇻 ,— ,— ,— ,— ,flag: Bouvet Island
1517 ,U+1F1E7 U+1F1FC ,🇧🇼 ,🇧🇼 ,🇧🇼 ,🇧🇼 ,— ,🇧🇼 ,🇧🇼 ,🇧🇼 ,— ,— ,— ,— ,flag: Botswana
1518 ,U+1F1E7 U+1F1FE ,🇧🇾 ,🇧🇾 ,🇧🇾 ,🇧🇾 ,— ,🇧🇾 ,🇧🇾 ,🇧🇾 ,— ,— ,— ,— ,flag: Belarus
1519 ,U+1F1E7 U+1F1FF ,🇧🇿 ,🇧🇿 ,🇧🇿 ,🇧🇿 ,— ,🇧🇿 ,🇧🇿 ,🇧🇿 ,— ,— ,— ,— ,flag: Belize
1520 ,U+1F1E8 U+1F1E6 ,🇨🇦 ,🇨🇦 ,🇨🇦 ,🇨🇦 ,— ,🇨🇦 ,🇨🇦 ,🇨🇦 ,— ,— ,— ,— ,flag: Canada
1521 ,U+1F1E8 U+1F1E8 ,🇨🇨 ,🇨🇨 ,🇨🇨 ,🇨🇨 ,— ,🇨🇨 ,🇨🇨 ,🇨🇨 ,— ,— ,— ,— ,flag: Cocos (Keeling) Islands
№ ,Code ,Browser,Appl ,Goog ,FB ,Wind ,Twtr ,Joy ,Sams ,GMail ,SB ,DCM ,KDDI ,CLDR Short Name
1522 ,U+1F1E8 U+1F1E9 ,🇨🇩 ,🇨🇩 ,🇨🇩 ,🇨🇩 ,— ,🇨🇩 ,🇨🇩 ,🇨🇩 ,— ,— ,— ,— ,flag: Congo - Kinshasa
1523 ,U+1F1E8 U+1F1EB ,🇨🇫 ,🇨🇫 ,🇨🇫 ,🇨🇫 ,— ,🇨🇫 ,🇨🇫 ,🇨🇫 ,— ,— ,— ,— ,flag: Central African Republic
1524 ,U+1F1E8 U+1F1EC ,🇨🇬 ,🇨🇬 ,🇨🇬 ,🇨🇬 ,— ,🇨🇬 ,🇨🇬 ,🇨🇬 ,— ,— ,— ,— ,flag: Congo - Brazzaville
1525 ,U+1F1E8 U+1F1ED ,🇨🇭 ,🇨🇭 ,🇨🇭 ,🇨🇭 ,— ,🇨🇭 ,🇨🇭 ,🇨🇭 ,— ,— ,— ,— ,flag: Switzerland
1526 ,U+1F1E8 U+1F1EE ,🇨🇮 ,🇨🇮 ,🇨🇮 ,🇨🇮 ,— ,🇨🇮 ,🇨🇮 ,🇨🇮 ,— ,— ,— ,— ,flag: Côte d’Ivoire
1527 ,U+1F1E8 U+1F1F0 ,🇨🇰 ,🇨🇰 ,🇨🇰 ,🇨🇰 ,— ,🇨🇰 ,🇨🇰 ,🇨🇰 ,— ,— ,— ,— ,flag: Cook Islands
1528 ,U+1F1E8 U+1F1F1 ,🇨🇱 ,🇨🇱 ,🇨🇱 ,🇨🇱 ,— ,🇨🇱 ,🇨🇱 ,🇨🇱 ,— ,— ,— ,— ,flag: Chile
1529 ,U+1F1E8 U+1F1F2 ,🇨🇲 ,🇨🇲 ,🇨🇲 ,🇨🇲 ,— ,🇨🇲 ,🇨🇲 ,🇨🇲 ,— ,— ,— ,— ,flag: Cameroon
1530 ,U+1F1E8 U+1F1F3 ,🇨🇳 ,🇨🇳 ,🇨🇳 ,🇨🇳 ,— ,🇨🇳 ,🇨🇳 ,🇨🇳 ,🇨🇳 ,🇨🇳 ,— ,🇨🇳 ,flag: China
1531 ,U+1F1E8 U+1F1F4 ,🇨🇴 ,🇨🇴 ,🇨🇴 ,🇨🇴 ,— ,🇨🇴 ,🇨🇴 ,🇨🇴 ,— ,— ,— ,— ,flag: Colombia
1532 ,U+1F1E8 U+1F1F5 ,🇨🇵 ,🇨🇵 ,🇨🇵 ,🇨🇵 ,— ,🇨🇵 ,🇨🇵 ,🇨🇵 ,— ,— ,— ,— ,flag: Clipperton Island
1533 ,U+1F1E8 U+1F1F7 ,🇨🇷 ,🇨🇷 ,🇨🇷 ,🇨🇷 ,— ,🇨🇷 ,🇨🇷 ,🇨🇷 ,— ,— ,— ,— ,flag: Costa Rica
1534 ,U+1F1E8 U+1F1FA ,🇨🇺 ,🇨🇺 ,🇨🇺 ,🇨🇺 ,— ,🇨🇺 ,🇨🇺 ,🇨🇺 ,— ,— ,— ,— ,flag: Cuba
1535 ,U+1F1E8 U+1F1FB ,🇨🇻 ,🇨🇻 ,🇨🇻 ,🇨🇻 ,— ,🇨🇻 ,🇨🇻 ,🇨🇻 ,— ,— ,— ,— ,flag: Cape Verde
1536 ,U+1F1E8 U+1F1FC ,🇨🇼 ,🇨🇼 ,🇨🇼 ,🇨🇼 ,— ,🇨🇼 ,🇨🇼 ,🇨🇼 ,— ,— ,— ,— ,flag: Curaçao
1537 ,U+1F1E8 U+1F1FD ,🇨🇽 ,🇨🇽 ,🇨🇽 ,🇨🇽 ,— ,🇨🇽 ,🇨🇽 ,🇨🇽 ,— ,— ,— ,— ,flag: Christmas Island
1538 ,U+1F1E8 U+1F1FE ,🇨🇾 ,🇨🇾 ,🇨🇾 ,🇨🇾 ,— ,🇨🇾 ,🇨🇾 ,🇨🇾 ,— ,— ,— ,— ,flag: Cyprus
1539 ,U+1F1E8 U+1F1FF ,🇨🇿 ,🇨🇿 ,🇨🇿 ,🇨🇿 ,— ,🇨🇿 ,🇨🇿 ,🇨🇿 ,— ,— ,— ,— ,flag: Czechia
1540 ,U+1F1E9 U+1F1EA ,🇩🇪 ,🇩🇪 ,🇩🇪 ,🇩🇪 ,— ,🇩🇪 ,🇩🇪 ,🇩🇪 ,🇩🇪 ,🇩🇪 ,— ,🇩🇪 ,flag: Germany
1541 ,U+1F1E9 U+1F1EC ,🇩🇬 ,🇩🇬 ,🇩🇬 ,🇩🇬 ,— ,🇩🇬 ,🇩🇬 ,🇩🇬 ,— ,— ,— ,— ,flag: Diego Garcia
№ ,Code ,Browser,Appl ,Goog ,FB ,Wind ,Twtr ,Joy ,Sams ,GMail ,SB ,DCM ,KDDI ,CLDR Short Name
1542 ,U+1F1E9 U+1F1EF ,🇩🇯 ,🇩🇯 ,🇩🇯 ,🇩🇯 ,— ,🇩🇯 ,🇩🇯 ,🇩🇯 ,— ,— ,— ,— ,flag: Djibouti
1543 ,U+1F1E9 U+1F1F0 ,🇩🇰 ,🇩🇰 ,🇩🇰 ,🇩🇰 ,— ,🇩🇰 ,🇩🇰 ,🇩🇰 ,— ,— ,— ,— ,flag: Denmark
1544 ,U+1F1E9 U+1F1F2 ,🇩🇲 ,🇩🇲 ,🇩🇲 ,🇩🇲 ,— ,🇩🇲 ,🇩🇲 ,🇩🇲 ,— ,— ,— ,— ,flag: Dominica
1545 ,U+1F1E9 U+1F1F4 ,🇩🇴 ,🇩🇴 ,🇩🇴 ,🇩🇴 ,— ,🇩🇴 ,🇩🇴 ,🇩🇴 ,— ,— ,— ,— ,flag: Dominican Republic
1546 ,U+1F1E9 U+1F1FF ,🇩🇿 ,🇩🇿 ,🇩🇿 ,🇩🇿 ,— ,🇩🇿 ,🇩🇿 ,🇩🇿 ,— ,— ,— ,— ,flag: Algeria
1547 ,U+1F1EA U+1F1E6 ,🇪🇦 ,🇪🇦 ,🇪🇦 ,🇪🇦 ,— ,🇪🇦 ,🇪🇦 ,🇪🇦 ,— ,— ,— ,— ,flag: Ceuta & Melilla
1548 ,U+1F1EA U+1F1E8 ,🇪🇨 ,🇪🇨 ,🇪🇨 ,🇪🇨 ,— ,🇪🇨 ,🇪🇨 ,🇪🇨 ,— ,— ,— ,— ,flag: Ecuador
1549 ,U+1F1EA U+1F1EA ,🇪🇪 ,🇪🇪 ,🇪🇪 ,🇪🇪 ,— ,🇪🇪 ,🇪🇪 ,🇪🇪 ,— ,— ,— ,— ,flag: Estonia
1550 ,U+1F1EA U+1F1EC ,🇪🇬 ,🇪🇬 ,🇪🇬 ,🇪🇬 ,— ,🇪🇬 ,🇪🇬 ,🇪🇬 ,— ,— ,— ,— ,flag: Egypt
1551 ,U+1F1EA U+1F1ED ,🇪🇭 ,🇪🇭 ,🇪🇭 ,🇪🇭 ,— ,🇪🇭 ,🇪🇭 ,🇪🇭 ,— ,— ,— ,— ,flag: Western Sahara
1552 ,U+1F1EA U+1F1F7 ,🇪🇷 ,🇪🇷 ,🇪🇷 ,🇪🇷 ,— ,🇪🇷 ,🇪🇷 ,🇪🇷 ,— ,— ,— ,— ,flag: Eritrea
1553 ,U+1F1EA U+1F1F8 ,🇪🇸 ,🇪🇸 ,🇪🇸 ,🇪🇸 ,— ,🇪🇸 ,🇪🇸 ,🇪🇸 ,🇪🇸 ,🇪🇸 ,— ,🇪🇸 ,flag: Spain
1554 ,U+1F1EA U+1F1F9 ,🇪🇹 ,🇪🇹 ,🇪🇹 ,🇪🇹 ,— ,🇪🇹 ,🇪🇹 ,🇪🇹 ,— ,— ,— ,— ,flag: Ethiopia
1555 ,U+1F1EA U+1F1FA ,🇪🇺 ,🇪🇺 ,🇪🇺 ,🇪🇺 ,— ,🇪🇺 ,🇪🇺 ,🇪🇺 ,— ,— ,— ,— ,flag: European Union
1556 ,U+1F1EB U+1F1EE ,🇫🇮 ,🇫🇮 ,🇫🇮 ,🇫🇮 ,— ,🇫🇮 ,🇫🇮 ,🇫🇮 ,— ,— ,— ,— ,flag: Finland
1557 ,U+1F1EB U+1F1EF ,🇫🇯 ,🇫🇯 ,🇫🇯 ,🇫🇯 ,— ,🇫🇯 ,🇫🇯 ,🇫🇯 ,— ,— ,— ,— ,flag: Fiji
1558 ,U+1F1EB U+1F1F0 ,🇫🇰 ,🇫🇰 ,🇫🇰 ,🇫🇰 ,— ,🇫🇰 ,🇫🇰 ,🇫🇰 ,— ,— ,— ,— ,flag: Falkland Islands
1559 ,U+1F1EB U+1F1F2 ,🇫🇲 ,🇫🇲 ,🇫🇲 ,🇫🇲 ,— ,🇫🇲 ,🇫🇲 ,🇫🇲 ,— ,— ,— ,— ,flag: Micronesia
1560 ,U+1F1EB U+1F1F4 ,🇫🇴 ,🇫🇴 ,🇫🇴 ,🇫🇴 ,— ,🇫🇴 ,🇫🇴 ,🇫🇴 ,— ,— ,— ,— ,flag: Faroe Islands
1561 ,U+1F1EB U+1F1F7 ,🇫🇷 ,🇫🇷 ,🇫🇷 ,🇫🇷 ,— ,🇫🇷 ,🇫🇷 ,🇫🇷 ,🇫🇷 ,🇫🇷 ,— ,🇫🇷 ,flag: France
№ ,Code ,Browser,Appl ,Goog ,FB ,Wind ,Twtr ,Joy ,Sams ,GMail ,SB ,DCM ,KDDI ,CLDR Short Name
1562 ,U+1F1EC U+1F1E6 ,🇬🇦 ,🇬🇦 ,🇬🇦 ,🇬🇦 ,— ,🇬🇦 ,🇬🇦 ,🇬🇦 ,— ,— ,— ,— ,flag: Gabon
1563 ,U+1F1EC U+1F1E7 ,🇬🇧 ,🇬🇧 ,🇬🇧 ,🇬🇧 ,— ,🇬🇧 ,🇬🇧 ,🇬🇧 ,🇬🇧 ,🇬🇧 ,— ,🇬🇧 ,flag: United Kingdom
1564 ,U+1F1EC U+1F1E9 ,🇬🇩 ,🇬🇩 ,🇬🇩 ,🇬🇩 ,— ,🇬🇩 ,🇬🇩 ,🇬🇩 ,— ,— ,— ,— ,flag: Grenada
1565 ,U+1F1EC U+1F1EA ,🇬🇪 ,🇬🇪 ,🇬🇪 ,🇬🇪 ,— ,🇬🇪 ,🇬🇪 ,🇬🇪 ,— ,— ,— ,— ,flag: Georgia
1566 ,U+1F1EC U+1F1EB ,🇬🇫 ,🇬🇫 ,🇬🇫 ,🇬🇫 ,— ,🇬🇫 ,🇬🇫 ,🇬🇫 ,— ,— ,— ,— ,flag: French Guiana
1567 ,U+1F1EC U+1F1EC ,🇬🇬 ,🇬🇬 ,🇬🇬 ,🇬🇬 ,— ,🇬🇬 ,🇬🇬 ,🇬🇬 ,— ,— ,— ,— ,flag: Guernsey
1568 ,U+1F1EC U+1F1ED ,🇬🇭 ,🇬🇭 ,🇬🇭 ,🇬🇭 ,— ,🇬🇭 ,🇬🇭 ,🇬🇭 ,— ,— ,— ,— ,flag: Ghana
1569 ,U+1F1EC U+1F1EE ,🇬🇮 ,🇬🇮 ,🇬🇮 ,🇬🇮 ,— ,🇬🇮 ,🇬🇮 ,🇬🇮 ,— ,— ,— ,— ,flag: Gibraltar
1570 ,U+1F1EC U+1F1F1 ,🇬🇱 ,🇬🇱 ,🇬🇱 ,🇬🇱 ,— ,🇬🇱 ,🇬🇱 ,🇬🇱 ,— ,— ,— ,— ,flag: Greenland
1571 ,U+1F1EC U+1F1F2 ,🇬🇲 ,🇬🇲 ,🇬🇲 ,🇬🇲 ,— ,🇬🇲 ,🇬🇲 ,🇬🇲 ,— ,— ,— ,— ,flag: Gambia
1572 ,U+1F1EC U+1F1F3 ,🇬🇳 ,🇬🇳 ,🇬🇳 ,🇬🇳 ,— ,🇬🇳 ,🇬🇳 ,🇬🇳 ,— ,— ,— ,— ,flag: Guinea
1573 ,U+1F1EC U+1F1F5 ,🇬🇵 ,🇬🇵 ,🇬🇵 ,🇬🇵 ,— ,🇬🇵 ,🇬🇵 ,🇬🇵 ,— ,— ,— ,— ,flag: Guadeloupe
1574 ,U+1F1EC U+1F1F6 ,🇬🇶 ,🇬🇶 ,🇬🇶 ,🇬🇶 ,— ,🇬🇶 ,🇬🇶 ,🇬🇶 ,— ,— ,— ,— ,flag: Equatorial Guinea
1575 ,U+1F1EC U+1F1F7 ,🇬🇷 ,🇬🇷 ,🇬🇷 ,🇬🇷 ,— ,🇬🇷 ,🇬🇷 ,🇬🇷 ,— ,— ,— ,— ,flag: Greece
1576 ,U+1F1EC U+1F1F8 ,🇬🇸 ,🇬🇸 ,🇬🇸 ,🇬🇸 ,— ,🇬🇸 ,🇬🇸 ,🇬🇸 ,— ,— ,— ,— ,flag: South Georgia & South Sandwich Islands
1577 ,U+1F1EC U+1F1F9 ,🇬🇹 ,🇬🇹 ,🇬🇹 ,🇬🇹 ,— ,🇬🇹 ,🇬🇹 ,🇬🇹 ,— ,— ,— ,— ,flag: Guatemala
1578 ,U+1F1EC U+1F1FA ,🇬🇺 ,🇬🇺 ,🇬🇺 ,🇬🇺 ,— ,🇬🇺 ,🇬🇺 ,🇬🇺 ,— ,— ,— ,— ,flag: Guam
1579 ,U+1F1EC U+1F1FC ,🇬🇼 ,🇬🇼 ,🇬🇼 ,🇬🇼 ,— ,🇬🇼 ,🇬🇼 ,🇬🇼 ,— ,— ,— ,— ,flag: Guinea-Bissau
1580 ,U+1F1EC U+1F1FE ,🇬🇾 ,🇬🇾 ,🇬🇾 ,🇬🇾 ,— ,🇬🇾 ,🇬🇾 ,🇬🇾 ,— ,— ,— ,— ,flag: Guyana
1581 ,U+1F1ED U+1F1F0 ,🇭🇰 ,🇭🇰 ,🇭🇰 ,🇭🇰 ,— ,🇭🇰 ,🇭🇰 ,🇭🇰 ,— ,— ,— ,— ,flag: Hong Kong SAR China
№ ,Code ,Browser,Appl ,Goog ,FB ,Wind ,Twtr ,Joy ,Sams ,GMail ,SB ,DCM ,KDDI ,CLDR Short Name
1582 ,U+1F1ED U+1F1F2 ,🇭🇲 ,🇭🇲 ,🇭🇲 ,🇭🇲 ,— ,🇭🇲 ,🇭🇲 ,🇭🇲 ,— ,— ,— ,— ,flag: Heard & McDonald Islands
1583 ,U+1F1ED U+1F1F3 ,🇭🇳 ,🇭🇳 ,🇭🇳 ,🇭🇳 ,— ,🇭🇳 ,🇭🇳 ,🇭🇳 ,— ,— ,— ,— ,flag: Honduras
1584 ,U+1F1ED U+1F1F7 ,🇭🇷 ,🇭🇷 ,🇭🇷 ,🇭🇷 ,— ,🇭🇷 ,🇭🇷 ,🇭🇷 ,— ,— ,— ,— ,flag: Croatia
1585 ,U+1F1ED U+1F1F9 ,🇭🇹 ,🇭🇹 ,🇭🇹 ,🇭🇹 ,— ,🇭🇹 ,🇭🇹 ,🇭🇹 ,— ,— ,— ,— ,flag: Haiti
1586 ,U+1F1ED U+1F1FA ,🇭🇺 ,🇭🇺 ,🇭🇺 ,🇭🇺 ,— ,🇭🇺 ,🇭🇺 ,🇭🇺 ,— ,— ,— ,— ,flag: Hungary
1587 ,U+1F1EE U+1F1E8 ,🇮🇨 ,🇮🇨 ,🇮🇨 ,🇮🇨 ,— ,🇮🇨 ,🇮🇨 ,🇮🇨 ,— ,— ,— ,— ,flag: Canary Islands
1588 ,U+1F1EE U+1F1E9 ,🇮🇩 ,🇮🇩 ,🇮🇩 ,🇮🇩 ,— ,🇮🇩 ,🇮🇩 ,🇮🇩 ,— ,— ,— ,— ,flag: Indonesia
1589 ,U+1F1EE U+1F1EA ,🇮🇪 ,🇮🇪 ,🇮🇪 ,🇮🇪 ,— ,🇮🇪 ,🇮🇪 ,🇮🇪 ,— ,— ,— ,— ,flag: Ireland
1590 ,U+1F1EE U+1F1F1 ,🇮🇱 ,🇮🇱 ,🇮🇱 ,🇮🇱 ,— ,🇮🇱 ,🇮🇱 ,🇮🇱 ,— ,— ,— ,— ,flag: Israel
1591 ,U+1F1EE U+1F1F2 ,🇮🇲 ,🇮🇲 ,🇮🇲 ,🇮🇲 ,— ,🇮🇲 ,🇮🇲 ,🇮🇲 ,— ,— ,— ,— ,flag: Isle of Man
1592 ,U+1F1EE U+1F1F3 ,🇮🇳 ,🇮🇳 ,🇮🇳 ,🇮🇳 ,— ,🇮🇳 ,🇮🇳 ,🇮🇳 ,— ,— ,— ,— ,flag: India
1593 ,U+1F1EE U+1F1F4 ,🇮🇴 ,🇮🇴 ,🇮🇴 ,🇮🇴 ,— ,🇮🇴 ,🇮🇴 ,🇮🇴 ,— ,— ,— ,— ,flag: British Indian Ocean Territory
1594 ,U+1F1EE U+1F1F6 ,🇮🇶 ,🇮🇶 ,🇮🇶 ,🇮🇶 ,— ,🇮🇶 ,🇮🇶 ,🇮🇶 ,— ,— ,— ,— ,flag: Iraq
1595 ,U+1F1EE U+1F1F7 ,🇮🇷 ,🇮🇷 ,🇮🇷 ,🇮🇷 ,— ,🇮🇷 ,🇮🇷 ,🇮🇷 ,— ,— ,— ,— ,flag: Iran
1596 ,U+1F1EE U+1F1F8 ,🇮🇸 ,🇮🇸 ,🇮🇸 ,🇮🇸 ,— ,🇮🇸 ,🇮🇸 ,🇮🇸 ,— ,— ,— ,— ,flag: Iceland
1597 ,U+1F1EE U+1F1F9 ,🇮🇹 ,🇮🇹 ,🇮🇹 ,🇮🇹 ,— ,🇮🇹 ,🇮🇹 ,🇮🇹 ,🇮🇹 ,🇮🇹 ,— ,🇮🇹 ,flag: Italy
1598 ,U+1F1EF U+1F1EA ,🇯🇪 ,🇯🇪 ,🇯🇪 ,🇯🇪 ,— ,🇯🇪 ,🇯🇪 ,🇯🇪 ,— ,— ,— ,— ,flag: Jersey
1599 ,U+1F1EF U+1F1F2 ,🇯🇲 ,🇯🇲 ,🇯🇲 ,🇯🇲 ,— ,🇯🇲 ,🇯🇲 ,🇯🇲 ,— ,— ,— ,— ,flag: Jamaica
1600 ,U+1F1EF U+1F1F4 ,🇯🇴 ,🇯🇴 ,🇯🇴 ,🇯🇴 ,— ,🇯🇴 ,🇯🇴 ,🇯🇴 ,— ,— ,— ,— ,flag: Jordan
1601 ,U+1F1EF U+1F1F5 ,🇯🇵 ,🇯🇵 ,🇯🇵 ,🇯🇵 ,— ,🇯🇵 ,🇯🇵 ,🇯🇵 ,🇯🇵 ,🇯🇵 ,— ,🇯🇵 ,flag: Japan
№ ,Code ,Browser,Appl ,Goog ,FB ,Wind ,Twtr ,Joy ,Sams ,GMail ,SB ,DCM ,KDDI ,CLDR Short Name
1602 ,U+1F1F0 U+1F1EA ,🇰🇪 ,🇰🇪 ,🇰🇪 ,🇰🇪 ,— ,🇰🇪 ,🇰🇪 ,🇰🇪 ,— ,— ,— ,— ,flag: Kenya
1603 ,U+1F1F0 U+1F1EC ,🇰🇬 ,🇰🇬 ,🇰🇬 ,🇰🇬 ,— ,🇰🇬 ,🇰🇬 ,🇰🇬 ,— ,— ,— ,— ,flag: Kyrgyzstan
1604 ,U+1F1F0 U+1F1ED ,🇰🇭 ,🇰🇭 ,🇰🇭 ,🇰🇭 ,— ,🇰🇭 ,🇰🇭 ,🇰🇭 ,— ,— ,— ,— ,flag: Cambodia
1605 ,U+1F1F0 U+1F1EE ,🇰🇮 ,🇰🇮 ,🇰🇮 ,🇰🇮 ,— ,🇰🇮 ,🇰🇮 ,🇰🇮 ,— ,— ,— ,— ,flag: Kiribati
1606 ,U+1F1F0 U+1F1F2 ,🇰🇲 ,🇰🇲 ,🇰🇲 ,🇰🇲 ,— ,🇰🇲 ,🇰🇲 ,🇰🇲 ,— ,— ,— ,— ,flag: Comoros
1607 ,U+1F1F0 U+1F1F3 ,🇰🇳 ,🇰🇳 ,🇰🇳 ,🇰🇳 ,— ,🇰🇳 ,🇰🇳 ,🇰🇳 ,— ,— ,— ,— ,flag: St. Kitts & Nevis
1608 ,U+1F1F0 U+1F1F5 ,🇰🇵 ,🇰🇵 ,🇰🇵 ,🇰🇵 ,— ,🇰🇵 ,🇰🇵 ,🇰🇵 ,— ,— ,— ,— ,flag: North Korea
1609 ,U+1F1F0 U+1F1F7 ,🇰🇷 ,🇰🇷 ,🇰🇷 ,🇰🇷 ,— ,🇰🇷 ,🇰🇷 ,🇰🇷 ,🇰🇷 ,🇰🇷 ,— ,🇰🇷 ,flag: South Korea
1610 ,U+1F1F0 U+1F1FC ,🇰🇼 ,🇰🇼 ,🇰🇼 ,🇰🇼 ,— ,🇰🇼 ,🇰🇼 ,🇰🇼 ,— ,— ,— ,— ,flag: Kuwait
1611 ,U+1F1F0 U+1F1FE ,🇰🇾 ,🇰🇾 ,🇰🇾 ,🇰🇾 ,— ,🇰🇾 ,🇰🇾 ,🇰🇾 ,— ,— ,— ,— ,flag: Cayman Islands
1612 ,U+1F1F0 U+1F1FF ,🇰🇿 ,🇰🇿 ,🇰🇿 ,🇰🇿 ,— ,🇰🇿 ,🇰🇿 ,🇰🇿 ,— ,— ,— ,— ,flag: Kazakhstan
1613 ,U+1F1F1 U+1F1E6 ,🇱🇦 ,🇱🇦 ,🇱🇦 ,🇱🇦 ,— ,🇱🇦 ,🇱🇦 ,🇱🇦 ,— ,— ,— ,— ,flag: Laos
1614 ,U+1F1F1 U+1F1E7 ,🇱🇧 ,🇱🇧 ,🇱🇧 ,🇱🇧 ,— ,🇱🇧 ,🇱🇧 ,🇱🇧 ,— ,— ,— ,— ,flag: Lebanon
1615 ,U+1F1F1 U+1F1E8 ,🇱🇨 ,🇱🇨 ,🇱🇨 ,🇱🇨 ,— ,🇱🇨 ,🇱🇨 ,🇱🇨 ,— ,— ,— ,— ,flag: St. Lucia
1616 ,U+1F1F1 U+1F1EE ,🇱🇮 ,🇱🇮 ,🇱🇮 ,🇱🇮 ,— ,🇱🇮 ,🇱🇮 ,🇱🇮 ,— ,— ,— ,— ,flag: Liechtenstein
